,Agent,sample_id,sample_size,sample,mu,sd
97,1,8,24,"[1.0549576744035487, 0.8527232081330416, 0.9514614288333159, 1.227958851420561, 1.210897478270783, 0.9783479716336352, 1.456416546143826, 1.459531703168488, 0.8738026218078059, 1.032246560767219, 1.2885484074116673, 1.5187635962547046, 1.3442387892092291, 1.838487161238783, 1.3335976803302512, 0.8909636751512271, 0.5915213134482447, 1.284390309927566, 0.45351025867778516, 0.9886586859451665, 1.5779845530579673, 0.995211588583647, 1.0818767055587843, 1.109036731290482]",1.1176062100037487,0.2852822192853164
98,1,9,27,"[1.5943494029904521, 1.1165794140854248, 0.8488898391109383, 1.1995639186509046, 1.5850992151196108, 1.0987126170696804, 1.2355464659062356, 0.9907519629082044, 0.9252207021071895, 1.3497256048813076, 0.8591085638760234, 0.9503141426188517, 1.2025295983689326, 0.8723418138423713, 1.5135367425861042, 1.1914287139479511, 0.6099016033986648, 1.2406088555383696, 0.8066076574558159, 0.8759058701069918, 0.8782555154013965, 1.0718316446853442, 0.6667079678771239, 1.3128754082512235, 1.181634116054661, 1.2080849179031616, 1.2623789130559642]",1.1176062100037487,0.2852822192853164
99,1,10,29,"[1.2483647474278858, 1.0498736406966824, 1.0899022331993393, 1.097025064810889, 1.282259555114052, 1.5197475635416213, 1.0933245650491663, 1.2227922365734367, 1.0850859048180603, 1.1492665741548311, 1.2979460404274208, 1.0099033873499692, 0.7886316517143029, 1.546480728475691, 1.583080223668984, 0.46488494922082657, 0.8216809371474829, 1.3321447577275423, 1.233740044376177, 1.511131172023904, 1.2705771640247616, 1.0319902532095218, 1.1841265140214432, 1.025581848050816, 1.2964150990098375, 1.2125913804468549, 1.468793102495479, 1.1089507875532343, 0.9665022810496289]",1.1176062100037487,0.2852822192853164
100,1,11,20,"[1.2809805760782322, 1.250516411005858, 0.8346738920035506, 1.34210698294633, 1.0041015878677733, 1.3260576701454647, 0.7541911814931967, 1.1079709173970769, 1.1697159474068064, 1.1031670149109656, 0.8292094478130004, 1.6237041604207936, 1.6811197755315468, 1.4091027783069154, 0.945081541460091, 0.7679606478568815, 1.088095049224151, 1.0291874404998755, 1.4709648655624894, 1.3570081616193963]",1.1176062100037487,0.2852822192853164
101,1,12,26,"[1.1164193749845348, 1.5067661364871285, 1.7543537767161514, 1.2181522338014241, 0.8420444722331075, 0.9213231384841787, 1.3809864767855602, 1.0830991301318484, 1.180218522777619, 0.6702348584354648, 0.7779234899087466, 1.362621144618354, 0.8875182767281362, 0.9114268518135239, 0.7180937612707068, 1.0540012869422433, 1.7654602071913503, 1.438245964000747, 1.3691170367669718, 0.9828711124645304, 1.083873915433907, 0.7722575341419211, 0.8633614924662871, 0.5791581081045079, 1.0626218023259073, 1.58468164010557]",1.1176062100037487,0.2852822192853164
102,1,13,25,"[1.5907948986643579, 1.4298665823685996, 1.0248317450381372, 0.8126145899476254, 1.618980572330257, 0.9077294957498738, 1.0625329140083706, 0.857233589970042, 0.8023387327952063, 0.8430916461472048, 1.247896491804744, 1.5194252821687146, 0.940120582033638, 1.1406880624810134, 0.8534724329788933, 1.2923181223340703, 1.346670800422344, 1.2271225569612525, 0.9604678313320607, 0.627295866916538, 0.7126686415486039, 1.0477286916960018, 0.9679955000267504, 1.0633104233380457, 0.5906336060375618]",1.1176062100037487,0.2852822192853164
103,1,14,21,"[0.8523749996641949, 1.3853118258321544, 1.1201592889139964, 1.0925510196024202, 1.094319000998536, 1.07078776737081, 1.6027931459707978, 1.0508857998567154, 1.6066702321827324, 0.8797686309412684, 0.9476630560171068, 1.5268021463339625, 0.9161375641892691, 1.17982768634305, 1.1187492263229677, 0.8726783132680735, 1.3180408438801754, 1.1814944558832197, 0.8036316117506126, 0.8853536791281411, 1.0002066423511435]",1.1176062100037487,0.2852822192853164
104,1,15,20,"[0.49762216180550045, 0.951036145539331, 1.273406166953561, 0.9478730483360696, 1.1717395107409962, 0.8231864561581841, 0.7415798646440992, 0.7929434575558931, 0.581164085223973, 1.2652550110835294, 1.0558849529743783, 1.039667888397933, 1.0898753629183864, 1.113068864809569, 1.070244696362326, 1.1613181981825738, 1.1913941367703085, 0.8899734273379514, 0.8351106724628017, 1.398270811081488]",1.1176062100037487,0.2852822192853164
105,1,16,24,"[1.226741325700145, 1.238711970804809, 0.8888977408140945, 1.0888987186851455, 1.104433304325707, 0.6461269642156569, 0.9710535758967149, 0.6562999574895063, 1.0519309873003426, 1.1956195312972702, 1.0114883198357805, 1.0105238889034995, 1.2272206064980413, 0.9004920756699255, 0.8314818706362117, 0.8853284426199169, 1.0485901317476864, 1.0800567601200852, 1.158020605960704, 1.2316321348289958, 1.0600608859507796, 1.2368691642916954, 1.9864772251352099, 1.1795959236145563]",1.1176062100037487,0.2852822192853164
106,1,17,23,"[1.380065790166037, 0.8529460066122818, 0.8502215780049505, 0.895322632650951, 0.44555910505599217, 1.3993786362978724, 1.3871262869983845, 1.261358442163685, 0.8793734365048345, 1.5287727572070544, 0.8308807796667979, 1.0069135754079843, 1.7832956747665274, 1.0498382131576323, 1.3201467751610174, 1.091648074481172, 0.8813028725610779, 0.6725809329181205, 0.609329901965637, 0.9967562899651902, 0.9464948449562562, 1.2858372572671146, 0.5196427335512562]",1.1176062100037487,0.2852822192853164
107,1,18,23,"[1.3488772371078177, 1.324881802306873, 1.3666548650382555, 0.8467788221610489, 1.7944402089643567, 1.072746455779319, 0.5125275620009342, 0.7173604056526549, 0.7202160721340802, 1.154802803531427, 1.2962691562294724, 1.252498193655054, 1.0511171002589204, 1.2496485806457565, 1.4055063869757252, 1.1459444362553506, 1.2077497021659471, 0.7280638044721162, 0.8905371203565324, 0.9786517594306079, 0.7926129246019852, 1.3085433421502024, 0.9695213922550066]",1.1176062100037487,0.2852822192853164
108,1,19,21,"[1.3526961623389635, 0.7722413100212051, 0.9547841314585012, 1.3429211756722332, 1.2701740417955385, 1.7924844977179286, 1.2533749481720244, 1.2082680902993792, 1.2451520077086897, 1.508685869096836, 1.1235679779711059, 0.793073863843968, 1.7668256403535816, 1.3502178226643706, 0.48192246081768875, 1.2547158284873543, 1.3645387627874064, 1.2712206515267204, 0.9371844747461254, 1.3884680685330268, 1.005147950313615]",1.1176062100037487,0.2852822192853164
109,1,20,21,"[1.2134207574148659, 0.9151559631784237, 1.1073292194589517, 0.7809292132613563, 0.9949844299001581, 0.8593415460708691, 1.6604620855002905, 1.1691732371980705, 1.0283010647458581, 1.3784535397007707, 1.3649926662020273, 1.7838334061941163, 1.086488959559074, 0.8806728380603465, 0.9167227905095282, 0.5419106186211456, 0.8096404580026768, 1.5173077048252286, 1.443912852010364, 1.485208089192569, 1.0774584207864064]",1.1176062100037487,0.2852822192853164
110,1,21,20,"[1.0884306779172321, 1.1995683168798308, 0.5493602144684558, 1.3593293291401214, 0.6730718260527152, 0.9562502954982632, 1.0189182387391567, 1.0762557506835686, 1.0139549603611737, 1.1904549718432849, 1.1250742495760304, 0.9978376352521673, 1.4520004137760363, 1.3579619933862768, 1.5045058658918218, 1.1276486923494276, 0.9529998763148586, 0.8263964439429163, 1.004603055699261, 1.0927833870757773]",1.1176062100037487,0.2852822192853164
111,1,22,27,"[1.1257034980393887, 0.8934898376341822, 1.157410248915545, 1.9315579285317601, 0.8758113445279163, 1.292835665980508, 1.7893188176675658, 0.6123525947136158, 1.239943669637223, 1.063639152144506, 1.0480000147520354, 1.616319873148048, 0.8187900835250328, 0.8929278015536688, 1.0675013003650113, 1.0198582868077166, 1.2950499237635273, 0.9839361652548512, 1.4038241086119632, 1.27919270961756, 1.238609912144857, 1.170203409518082, 0.927477317948733, 1.1941554409864854, 0.7385539510510488, 1.134520469922199, 1.4660674761056698]",1.1176062100037487,0.2852822192853164
112,1,23,20,"[0.654076338038925, 1.166425778718472, 1.0839057223830832, 1.4704909761022387, 0.9521854112929372, 1.4370096857599064, 0.8478775816391149, 0.5136312997370567, 0.8292555950292082, 0.419134707744673, 0.6304705775243303, 1.3040552695194803, 1.1160547899540458, 1.3578698177023523, 1.3182845575576605, 1.0326370264197708, 1.2415400485297665, 1.0111132120874367, 0.5535095885674348, 0.989718008587495]",1.1176062100037487,0.2852822192853164
113,1,24,29,"[1.8496854903019782, 1.4435921059947607, 1.0995325451717253, 0.6267239290808474, 1.4325572638205524, 1.2936677695403331, 0.9724609006195281, 1.029652816436091, 0.813545952960591, 0.6660133536126664, 0.7970737809411343, 0.647044082365994, 1.1104631634085218, 0.813886128732679, 1.175366997013678, 1.0152465755771534, 1.739826208297587, 1.4461313415638757, 1.1753844857059281, 1.2551355934659678, 1.0327077764602288, 1.4217520148525788, 0.8214102478627974, 1.042432828513958, 1.2610631730392377, 1.487708843067832, 1.0373329925957264, 0.9575424049863699, 0.9428529626854393]",1.1176062100037487,0.2852822192853164
114,1,25,22,"[0.907698782285435, 1.312677422142112, 0.7601883185570921, 0.856752991577538, 1.5993456437484568, 0.5676700903402596, 1.1883807337342651, 0.8102404725101704, 1.041796322546077, 1.0426357137564077, 1.2783436715644234, 1.0807226271817425, 1.249124844469842, 1.5516304752754302, 1.5926675652996625, 1.0863166439523784, 1.0951117297119557, 1.346579879092093, 1.232106967684928, 1.3270824363419396, 0.38095912489327866, 0.8666248962129908]",1.1176062100037487,0.2852822192853164
115,1,26,26,"[1.2096781621395936, 1.5771611369831608, 1.2476951156391807, 1.268884712659324, 0.6028726672237967, 1.1811437368335649, 1.4783842418044344, 1.1888706871108226, 1.3527995537972353, 1.0463600489087304, 0.6088432250059427, 1.3815412906132578, 1.0622872524591307, 1.235604352772269, 1.1859181577520101, 0.7745699090317526, 1.017561779590723, 0.6299228063641658, 0.9950836184404599, 0.617790979073771, 0.9117235751791739, 1.2893950969353574, 1.447652706607289, 1.4905239992791017, 1.051960385422916, 1.03662720924925]",1.1176062100037487,0.2852822192853164
116,1,27,27,"[1.3820740325819416, 1.55976136064781, 0.5618849993429929, 1.3265992554704502, 0.9765831478714964, 1.4324517331867266, 0.7913183855512518, 0.4670124666295543, 0.8180704230229543, 1.3287427468628916, 1.3639696787486406, 1.243935885023375, 1.0297963315545284, 0.815737416109183, 1.4593347559590288, 0.7439518366070674, 0.7823657384261629, 1.4772603607431622, 1.3762897539446928, 0.43380330291721214, 1.1701949087760881, 1.4006967336651008, 0.8017533848500722, 1.5801505002129315, 0.6111462535634095, 1.3129421958920113, 0.7675909795601441]",1.1176062100037487,0.2852822192853164
117,1,28,20,"[1.3980890319788446, 1.144416322134469, 1.3776665265145422, 1.2153800059223008, 1.231497080193378, 1.544959183309601, 1.3494297975141116, 1.3205607176666685, 0.6418318201934847, 1.24649039321016, 1.7082398702273631, 1.3515398575066166, 0.9573666661788081, 1.2875517221930335, 1.0081669648826872, 0.9075825104732429, 0.675222496603932, 1.2736966263733203, 1.265717244844518, 1.0968079409511475]",1.1176062100037487,0.2852822192853164
118,1,29,29,"[0.47309537418952763, 1.079480200898582, 0.9353477285898822, 1.2680830149711901, 0.8855023256636586, 0.7136270149606251, 1.4995246542301708, 1.4087869305947192, 1.0282653758897, 1.3483830404346526, 0.5923932155038217, 1.2331622336059094, 1.7725691744419136, 1.2051943021761338, 1.0820805067147257, 0.5895344774741994, 1.8326431271868262, 1.3458578174502804, 1.313047258639687, 1.1832439598825373, 1.5948591229106912, 1.331378778328424, 1.5007467630254725, 1.0713058769878137, 1.5088449232761887, 0.8644054670870629, 0.8881196953991543, 1.4952921368646634, 1.2152156020242004]",1.1176062100037487,0.2852822192853164
119,1,30,20,"[1.263806381467588, 1.3404141930390618, 0.5963424826113589, 0.5693207281227617, 1.256616044197434, 0.9102542317988949, 0.9009085068680314, 1.0376681490915514, 1.3452999710617741, 1.5402980137972626, 1.5790828699880237, 0.8754997535526332, 1.0698995580949964, 0.9807758031589536, 1.0801234330618699, 1.219656414951877, 1.153655215311283, 1.1440439994205673, 1.2728388154667876, 1.0911838522633324]",1.1176062100037487,0.2852822192853164
120,1,0,22,"[2.1022908309098565, 2.484758667624287, 1.28638247478318, 1.2446038387855816, 1.8373301597505813, 1.4760092895656436, 1.3388280342590124, 2.1345693618415975, 1.5063973022863246, 2.0729463309029907, 1.2413815928531773, 1.4954465879282517, 1.780985895361892, 1.4677193807181559, 1.5414690581616568, 1.1263373272894888, 2.485772975619301, 1.654729643901676, 1.5717426204136147, 1.2723799283685915, 1.206249107631659, 1.941583781382811]",1.6508461397316214,0.3588117568248802
121,1,1,29,"[1.9095101088860629, 1.4833226798311885, 1.488995306531209, 1.489876080625837, 1.5595501038518234, 1.4597132008479976, 2.2268260121409504, 2.041925260166989, 1.992449666301759, 1.590591887788957, 1.7091532691574671, 1.6520631426479513, 1.7302027615215316, 1.5202396114537995, 1.5842731578824731, 1.823305619562521, 1.3023820259451426, 1.1986999481093992, 1.5063730453295814, 1.855777295393596, 1.9348609675736386, 2.370257543965888, 1.9612104959395669, 1.394924529866385, 1.6351985095032462, 1.6562471073588083, 2.10906027129051, 1.776522129404496, 1.8117919313109367]",1.6508461397316214,0.3588117568248802
122,1,2,23,"[2.122165294123441, 1.5800297904470475, 1.1931469598475068, 1.5740592608065387, 1.094603795178419, 2.1214141850311665, 2.817273646027862, 0.9065912974692049, 2.1324405809366245, 1.9772494178904694, 2.204714680885149, 1.6691526497014162, 1.7805920028628626, 1.610558847785876, 2.1118725978632367, 2.199250983076494, 1.4700956501431341, 1.2792291095860793, 1.9259285086093065, 1.9724201910812311, 2.1052245454119984, 2.1394766919711525, 1.7678152914956509]",1.6508461397316214,0.3588117568248802
123,1,3,22,"[2.079508192107914, 1.5656888422521125, 1.5469750621919787, 1.2132784988388423, 2.0773879091919087, 1.2911746166650457, 2.25278698723053, 1.5158905076048939, 2.2709127576504717, 1.7165984961545577, 1.3137369016439562, 1.7752100013363474, 1.037081972148525, 1.3351353787480447, 2.1089463498919523, 1.3383681657277635, 1.9127562829927245, 2.071055488022772, 1.5844627675483958, 1.284745489096605, 0.9283861147125999, 2.1951367741709458]",1.6508461397316214,0.3588117568248802
124,1,4,25,"[2.817753875444593, 1.5053874742521158, 1.2696934033799097, 1.2990625138595968, 1.6308744357406146, 1.1871455492916545, 1.1915959524674595, 1.162500855100428, 1.117510835401458, 0.8496139739915655, 2.2267756901562086, 1.9142363132276854, 1.5938120094286694, 1.5355250211394171, 1.9227652281767178, 2.368091350562696, 1.1575475677048437, 2.2107786129302127, 1.397932564507038, 1.090804397377699, 1.4260588145282989, 1.7726250857237729, 1.9146171824625773, 2.1108941447568084, 1.9187103801790286]",1.6508461397316214,0.3588117568248802
125,1,5,29,"[1.439276576155346, 1.5974001324996183, 1.5123506590765485, 1.4992592260915503, 1.8308510687824535, 2.0717302984361567, 2.2443732633534927, 1.215182320367325, 2.1686398110808454, 1.6662243705210324, 0.9104265838531704, 1.4582217355987972, 1.5404486784698301, 1.635065168754843, 1.2392306446528085, 1.718461710133574, 1.2188714766611732, 1.4674651730805715, 1.5823993607542224, 1.474665679846686, 1.286639769950753, 2.093268215444968, 2.0798048858941747, 1.1268888198433034, 2.126622789175504, 1.3834513837663864, 2.2510721928454798, 1.9292350674084062, 1.925755169539034]",1.6508461397316214,0.3588117568248802
126,1,6,26,"[1.424227331144394, 1.74202843262117, 0.627437724132359, 1.8927228841438384, 1.6937362604446409, 1.7931577958966265, 1.3260953861034488, 1.9959872302265032, 0.8349892292008957, 2.3506885855989803, 1.59390849290925, 1.3153598957630905, 1.055016154700611, 1.0543685689766398, 2.177368914815413, 1.8579583845605419, 1.95532885760653, 1.4710756888745686, 1.7494937040332386, 1.3540087089803083, 1.6814662388009662, 2.1315317847298143, 1.1576260008535026, 1.5869611737691607, 1.5338621019402372, 1.9725090181465879]",1.6508461397316214,0.3588117568248802
127,1,7,29,"[1.6534566237963375, 1.8728082741068683, 1.432143597257159, 1.9410915484430573, 0.8456572057381118, 1.9043826325263464, 2.226474708969718, 2.248755219095461, 1.3034696570717603, 1.599001787902536, 1.1530009749088603, 1.8625324262746052, 1.883095049193772, 1.2038362775613365, 2.907496720950394, 1.6787563071090699, 1.7990262748881916, 1.7692774295689704, 2.5398109436383542, 1.6114241166357288, 2.059267173623658, 1.6231520980674834, 1.707094664189407, 2.1971774464992646, 2.4560198199343914, 2.414881572797291, 1.6160229082586395, 1.5341489246715667, 1.1112264229930913]",1.6508461397316214,0.3588117568248802
128,1,8,28,"[1.3616318692483635, 1.7412537011300409, 2.2447213789667977, 2.1338291038562414, 1.6314853239361502, 1.4751942056856777, 1.8896859274007909, 1.3704373966620809, 1.4712325273650435, 1.029744159097859, 0.871723350352872, 1.8052341121850533, 1.7598427776096761, 1.499810509359415, 1.776468280313114, 2.0384613888916543, 1.787787621822176, 1.6397996269365704, 1.1571135476007997, 1.9705469335390184, 1.3255530579573211, 1.2008496974491423, 1.697582743729398, 1.718962329471577, 1.3461482763780266, 1.777853624589219, 1.4716701314343807, 1.017189481766633]",1.6508461397316214,0.3588117568248802
129,1,9,28,"[1.3083652888836805, 1.5035020570672457, 2.0388740388140723, 1.27928293962197, 1.8134912659890594, 1.3624009307752343, 2.043933126702796, 1.9945399041404976, 1.4667915775703089, 2.145288279325907, 1.5621167093257493, 1.3244888264616301, 2.030578504234834, 1.9210141695972847, 1.6051332472168462, 1.2769568400018958, 0.9749508227857345, 2.066113975849807, 1.7300586076874351, 1.4419642191376085, 1.9586228497063474, 1.973613078406977, 1.7369334688431537, 1.4495982216847347, 1.8138869435015303, 1.6798912644609676, 1.6402332131628423, 1.7563410308219172]",1.6508461397316214,0.3588117568248802
130,1,10,25,"[2.28195939093015, 1.7604206955707709, 2.095309306903654, 1.1394790802574968, 1.8850078937063883, 1.5612107707423106, 1.6007522888401242, 1.3514533088186844, 0.7771845456102977, 2.3735733006906776, 2.0112693371004675, 1.315008925170742, 1.5056353917224026, 1.4574442386020448, 1.6893314409814513, 1.7324208609671907, 1.3039626676138885, 1.72150728526204, 1.0251558432352503, 2.242803113724266, 1.5183847858874127, 1.6936758488852255, 1.6187244908934262, 1.1869244703188884, 1.3239550495099415]",1.6508461397316214,0.3588117568248802
131,1,11,26,"[1.0077278785452917, 1.8380882993223713, 2.8356538598634637, 1.4271449077710006, 2.122275312642994, 1.32676484670743, 1.5247814651154112, 1.974907324406686, 1.5884761299463517, 1.8309860380963223, 1.5391692097977785, 1.174046268781666, 1.1728225075774383, 1.0614488635833608, 1.2260853949063706, 1.4474589052017526, 1.966234331629436, 1.589268269085098, 2.163617525109576, 1.429262383619412, 0.698257640365406, 1.3681029003540575, 1.4586617847339824, 1.5697502467437805, 2.006660395980611, 1.8188217031586693]",1.6508461397316214,0.3588117568248802
132,1,12,23,"[1.8354903260414004, 2.02155440617144, 1.5024231204968184, 1.3944552036017697, 1.7195984442679317, 2.2766663169657693, 1.7884288926440306, 1.1712451392517766, 1.9812187649072113, 1.7509690259482746, 1.4968857993235152, 1.0347611620371353, 2.0598635063551916, 1.9798063063549367, 1.6227470666844772, 1.5046261086159567, 1.6407968888414743, 1.7798000824123248, 1.8105507349046548, 1.0568349750916881, 1.6254733623097393, 2.2457873625112295, 1.190596989716886]",1.6508461397316214,0.3588117568248802
133,1,13,26,"[1.2488000729886268, 1.6998571858256297, 1.8264245674016215, 1.364999592831424, 1.679177283706941, 1.6945479345986865, 1.6462244510403545, 1.6620502246885875, 1.7092850867827427, 1.951275989122487, 1.6038278533797496, 1.7646170528564538, 1.9673189702972604, 1.5662203330153963, 1.5723730560816431, 0.7666525242801874, 0.9307113694619302, 2.418074601005908, 1.4827546177747288, 1.6390840617161928, 2.3589434620463905, 1.1016211750937026, 1.342858955283345, 1.6097406498449218, 1.7749711813492313, 0.9892427025106026]",1.6508461397316214,0.3588117568248802
134,1,14,25,"[1.474271149594676, 1.9027098694271802, 1.9027145971877815, 1.9711559954521214, 1.8396124060252963, 1.5566377256411723, 1.1814798328887908, 1.658680225846215, 2.353329694026445, 1.7073837871286115, 1.2827568984627127, 1.6094524266632062, 1.8467164296103915, 1.7753333951791834, 1.4458500480618468, 1.2554055865030505, 1.8894027599854213, 1.7061185334966305, 1.2140624655838845, 1.5678295693695568, 2.2727915486865764, 1.11175037807334, 1.3942147102381468, 1.3171873289092948, 1.8644764109745489]",1.6508461397316214,0.3588117568248802
135,1,15,24,"[1.373462072691018, 1.5595895459359042, 1.7506596578309348, 1.240210117975257, 1.993571963712534, 1.4980146781457908, 2.5097339919596373, 1.553167881964317, 1.4123716882690875, 1.4040860614402957, 1.3332652111070524, 1.1658106506084516, 1.2503018847347913, 2.0100719278442103, 1.5627665368015786, 2.1382480694503356, 1.516427838077926, 1.73677685884595, 1.7996716303854685, 1.5633162649141648, 2.1551835202450937, 2.305834097483087, 1.6873397335989222, 2.035205646869448]",1.6508461397316214,0.3588117568248802
136,1,16,22,"[2.033611479499542, 1.4957395112698868, 1.9399779404179252, 1.1334381888944376, 1.888439031209194, 1.7199604964230248, 1.9689737496840585, 1.4181661460077448, 0.9713374262182398, 1.6444364633411583, 1.9476380442629635, 2.0121463750000923, 1.8964733655738824, 1.2260506102411246, 1.7676228320351726, 1.667433167990212, 1.4416440586124626, 1.0299963440526982, 1.6301586972223936, 1.413195086157197, 1.6288251608472155, 2.281175867234168]",1.6508461397316214,0.3588117568248802
137,1,17,24,"[2.3434431045745763, 2.008304085444219, 2.209335412442159, 1.5887648878502654, 1.3186440542458888, 2.259850459023112, 1.819890458596534, 1.4491086513882847, 1.8584108052665849, 1.1891524975096952, 1.5641545368730232, 1.7423155159298944, 1.5341947417149264, 1.9218089296655183, 1.987436619657644, 1.7612518219511264, 1.2775774529580501, 2.350099603956877, 0.9591715613726148, 1.7119644138129233, 1.748121494878024, 1.7180272611027108, 1.3285567383756622, 2.700884617181334]",1.6508461397316214,0.3588117568248802
138,1,18,27,"[2.2985492299708756, 1.4104526608865084, 1.4311407860120773, 2.0951770909489063, 1.6661768288048378, 1.4312470588861754, 0.8745034265926631, 2.1094099344372372, 1.9652582409804156, 1.8101940245255355, 1.9059015522587188, 1.855558481333212, 2.211315509397038, 1.6551254470814336, 2.188019377635774, 1.5776660469591415, 1.4088195676037696, 1.4412838972946025, 1.9841276897619302, 1.693617365027583, 1.6448934443566547, 2.062616070116099, 1.6813014977003047, 1.8258557260833366, 2.3369844656620433, 2.037865211842194, 1.4198200203261448]",1.6508461397316214,0.3588117568248802
139,1,19,20,"[1.1575345430851602, 1.194646823456857, 0.736718317022845, 1.6996104421962959, 1.2986738704476113, 2.123375372241079, 2.0553897078026875, 1.9878786897196916, 0.8616455391625965, 1.5165301813946581, 1.47197003643998, 1.1859270927940595, 1.1518675630053115, 2.0066980757062973, 1.535392015077576, 1.9134510745204656, 1.7798231107136118, 2.1327506458975147, 1.8181614362283887, 2.1829936162250982]",1.6508461397316214,0.3588117568248802
140,1,20,28,"[1.95308869807751, 1.572976900503284, 2.028274725074926, 1.7640696855920797, 2.319944723935329, 1.6419069460640279, 1.9663930192316759, 1.4939263341824436, 1.6278119964430504, 1.8437085873679289, 1.7529053360364444, 1.963075374628346, 1.5210891543635356, 1.797736699768695, 1.808809950268834, 1.3870858311934327, 0.8937360889579281, 1.3793227126774021, 0.8807250906818733, 1.8263437105591327, 1.4162845990761677, 1.5337131607139487, 2.0102927536359845, 1.5247928056044078, 1.1933231379542173, 1.1281975418976113, 1.7616367651284623, 1.5081028057916515]",1.6508461397316214,0.3588117568248802
141,1,21,22,"[1.4249357683162667, 1.2664658145161067, 1.4928929241325204, 1.992512263808955, 1.2213772693830187, 2.2083944039257846, 1.7925252631814734, 2.042842171874122, 1.7944005123448903, 1.8504023948165615, 1.5150270572052245, 1.642232221211071, 1.7664260507093958, 1.308208287881787, 1.4483759263161615, 1.8894196850905274, 1.573027090491991, 1.1189045203731833, 1.5522094946899951, 1.601360816289657, 1.4876872222703663, 1.8872990861348444]",1.6508461397316214,0.3588117568248802
142,1,22,23,"[1.5296827475464538, 1.5923253192742448, 1.4746275626152536, 1.1464628875865985, 1.9291432838863538, 1.8707089349652737, 2.290545131022904, 2.049671039226057, 1.0904070083854598, 1.7691822980563388, 1.434302870215756, 1.844329749394808, 2.0655740715171786, 1.5380002230831096, 2.255741517669076, 1.5163877679359778, 0.6534725822871438, 1.1941056466958473, 1.9697732795495573, 1.5384658974331686, 1.9123848188836918, 1.8356791595905435, 2.0698541635916112]",1.6508461397316214,0.3588117568248802
143,1,23,20,"[1.2411656668577777, 2.2301071407458473, 1.7265988777165862, 1.8873539077415258, 1.7457809647954203, 1.8585140709673402, 1.4200823291693292, 1.668171717542584, 1.1515329230699707, 1.8724961588528068, 1.6608528415083785, 1.8414812689283964, 1.1648086884501192, 2.1511638561895667, 1.1736391936479156, 1.7302257947879809, 1.5067091823743357, 1.6002125071116418, 1.59796987905816, 1.7112484209428722]",1.6508461397316214,0.3588117568248802
144,1,24,29,"[2.3368383707903986, 1.8483960676372762, 1.551782915066753, 2.1176883061861016, 1.9977074775053265, 1.6584950382394912, 1.6986394731557135, 2.250367120358156, 1.5324541282483517, 1.4061615517696635, 1.0720978929589275, 1.2737999066046364, 1.9670210191987898, 1.264948436785328, 1.8413512230531026, 2.2585027605910906, 1.9312089182772068, 1.4804115253153782, 1.5800952193272753, 1.5290323761659446, 1.3754884935846796, 1.5504382782610842, 1.0195083889859977, 1.8218395611187674, 2.0579705482319075, 2.0831353216547, 1.9191463289851747, 1.7746664513936115, 1.8007525842778067]",1.6508461397316214,0.3588117568248802
145,1,0,28,"[1.2091958489727466, 1.2157172562319842, 1.0703459260489228, 0.9464424235802884, 1.0203875512390383, 0.9732534700959026, 1.0968676361192995, 1.3237304572669466, 1.2209344687239587, 1.081137227058801, 0.7931286979184207, 1.1321606744522472, 1.1384741014223423, 1.0314944454883486, 1.2888612366500858, 1.2378804998201853, 0.9767517530104299, 1.0854276511347036, 1.0326009257574493, 1.2529503503536423, 1.4477414399804522, 1.1529220723474851, 1.1510041213765863, 0.8745463317180493, 1.2014084437275614, 0.7451294683268012, 1.3838940591302966, 1.0259504982452226]",1.134342153458027,0.14545150635818493
146,1,1,23,"[1.2114962343375837, 1.1301470177121387, 1.1181901022542544, 1.1373207592119967, 1.1552182558142545, 1.4624879618988025, 0.766098981773157, 1.3314501218964936, 1.193388261751054, 1.3467496230467124, 1.1562931236789606, 1.02066122315677, 1.1323869187220337, 0.978407904932074, 1.0967583346617493, 1.3247303176051728, 1.4962406090855418, 0.8179310396172754, 1.0382393867930317, 1.278881911026707, 1.3200142737687321, 1.1028948524776774, 0.928143158348504]",1.134342153458027,0.14545150635818493
147,1,2,25,"[0.9363458603062257, 1.107636960456255, 1.2449200246422756, 0.9535159306295717, 1.3587797728406281, 1.4171974223725665, 0.9176745260744453, 0.8270208375258075, 1.0080434004478438, 1.2050198303586783, 1.036838680617359, 1.0459971212915458, 1.1271050904234343, 0.9495394797260167, 1.189070267557976, 0.9952610263541011, 1.2512274749240164, 0.9856391062700126, 1.1591696452627336, 1.2048598109747553, 1.1615908039854224, 0.9954650327795541, 1.2048924388782036, 1.235967413467758, 1.2688322955965747]",1.134342153458027,0.14545150635818493
148,1,3,27,"[1.318166866361635, 1.1383724381803282, 1.2032563744516893, 1.2687040981424458, 1.0792752998882174, 1.3569979668656365, 1.243266726932279, 1.048848185888372, 1.3570166244905033, 1.012275645011816, 1.1982678025268692, 1.2042125806593529, 1.0701404537873274, 1.4367277449440918, 1.2440223111691429, 1.2567998531185605, 0.927206458679007, 0.9554344013336323, 1.1042119732784987, 1.025615867072657, 1.2358724481113457, 1.1220263143311118, 1.0203592680096298, 1.2150088497935985, 1.1505725369757358, 1.2500278312892352, 1.075801224244005]",1.134342153458027,0.14545150635818493
